UTC_time,lat,lon,alt_m,v_east_ms,v_north_ms,v_up_ms,speed_ms,num_sats
2026-03-22T06:44:38.416831Z,32.16885997,34.81318867,52.45,-0.9673,0.2958,-0.5630,1.1576,11
2026-03-22T06:44:39.416831Z,32.16886758,34.81323653,51.13,-0.3540,0.2150,-0.6361,0.7591,10
2026-03-22T06:44:40.416831Z,32.16889761,34.81326957,49.09,0.0295,0.0004,0.1438,0.1468,9
2026-03-22T06:44:41.416831Z,32.16886270,34.81322954,49.46,-0.2579,0.1854,-0.3518,0.4740,11
2026-03-22T06:44:42.416831Z,32.16891486,34.81325409,47.21,-0.0421,0.0213,-0.0955,0.1065,11
2026-03-22T06:44:43.416831Z,32.16880793,34.81328968,46.88,0.2245,-0.3226,0.5300,0.6598,10
2026-03-22T06:44:44.416831Z,32.16881411,34.81330847,45.36,-0.0019,-0.1141,-0.1697,0.2045,13
2026-03-22T06:44:45.416831Z,32.16879284,34.81322320,45.57,-0.1889,-0.1983,0.4037,0.4878,13
2026-03-22T06:44:46.416831Z,32.16882064,34.81326175,44.72,-0.0289,-0.0257,-0.0790,0.0880,13
2026-03-22T06:44:47.416831Z,32.16884275,34.81330753,44.59,-0.1856,0.0961,-0.2909,0.3582,14
2026-03-22T06:44:48.416831Z,32.16879353,34.81325884,45.23,0.0082,0.0589,-0.0246,0.0643,13
2026-03-22T06:44:49.416831Z,32.16886977,34.81327534,43.70,0.0727,0.7689,1.2000,1.4271,11
2026-03-22T06:44:50.416831Z,32.16879196,34.81330586,43.40,0.0860,-1.1913,-4.3838,4.5436,9
2026-03-22T06:44:51.416831Z,32.16879807,34.81327768,42.74,-0.0427,-0.0072,-0.3208,0.3237,12
2026-03-22T06:44:52.416831Z,32.16881521,34.81329326,41.85,0.1701,-0.0634,-0.2248,0.2890,13
2026-03-22T06:44:53.416831Z,32.16880069,34.81325947,41.37,-0.0071,-0.0926,0.1616,0.1864,13
2026-03-22T06:44:54.416831Z,32.16877956,34.81328178,41.48,0.0181,0.0507,-0.1675,0.1759,13
2026-03-22T06:44:55.416831Z,32.16878290,34.81327108,40.95,0.0130,-0.0936,0.0048,0.0947,13
2026-03-22T06:44:56.416831Z,32.16882805,34.81317588,39.13,-1.2633,0.7575,-2.4350,2.8459,13
2026-03-22T06:44:57.416831Z,32.16878230,34.81328512,39.26,-0.0224,-0.0113,0.0197,0.0319,13
2026-03-22T06:44:58.416831Z,32.16877566,34.81326320,39.65,0.0362,-0.0307,0.0795,0.0926,13
2026-03-22T06:44:59.416831Z,32.16877885,34.81330335,39.87,0.0001,-0.0164,0.1072,0.1085,13
2026-03-22T06:45:00.416831Z,32.16877317,34.81326370,40.37,-0.0305,-0.1277,-0.1562,0.2040,13
2026-03-22T06:45:01.416831Z,32.16877722,34.81325962,41.28,0.0160,0.1345,0.2715,0.3034,13
2026-03-22T06:45:02.416831Z,32.16877260,34.81324317,42.28,0.0178,-0.0378,0.0348,0.0544,13
2026-03-22T06:45:03.416831Z,32.16876322,34.81326399,42.08,-0.0173,-0.0643,-0.0504,0.0835,13
2026-03-22T06:45:04.416831Z,32.16875463,34.81327342,42.25,0.1262,-0.1422,0.5365,0.5692,13
2026-03-22T06:45:05.416831Z,32.16874560,34.81327580,42.61,-0.1270,-0.0016,-0.2847,0.3117,13
2026-03-22T06:45:06.416831Z,32.16878601,34.81327099,42.52,-0.0622,0.1211,-0.2020,0.2436,13
2026-03-22T06:45:07.416831Z,32.16877769,34.81325575,43.62,0.0067,-0.0367,0.2453,0.2482,13
2026-03-22T06:45:08.416831Z,32.16877368,34.81327575,44.08,-0.0119,0.0069,-0.0663,0.0677,13
2026-03-22T06:45:09.416831Z,32.16881620,34.81329198,42.33,-0.0261,-0.0067,0.0996,0.1032,13
2026-03-22T06:45:10.416831Z,32.16880124,34.81328932,41.59,0.0164,-0.0742,0.4994,0.5052,13
2026-03-22T06:45:11.416831Z,32.16879253,34.81325809,41.94,0.0162,0.0429,-0.2903,0.2939,13
2026-03-22T06:45:12.416831Z,32.16883188,34.81326623,40.79,-0.0314,-0.0422,-0.1565,0.1651,13
2026-03-22T06:45:13.416831Z,32.16879027,34.81326939,41.94,0.5219,-0.1825,-0.5882,0.8072,13
2026-03-22T06:45:14.416831Z,32.16880153,34.81326190,42.29,-0.1807,-0.5847,1.3811,1.5106,13
2026-03-22T06:45:15.416831Z,32.16878159,34.81327121,42.02,0.0393,0.0265,0.2418,0.2464,13
2026-03-22T06:45:16.416831Z,32.16880978,34.81326907,41.29,-0.0045,-0.0124,-0.0302,0.0330,13
2026-03-22T06:45:17.416831Z,32.16881257,34.81326408,40.68,-0.1005,-0.2240,0.5920,0.6409,13
2026-03-22T06:45:18.416831Z,32.16879999,34.81325409,41.85,-0.0486,0.0096,-0.0780,0.0924,13
2026-03-22T06:45:19.416831Z,32.16877418,34.81326737,40.75,0.0655,0.0196,0.1760,0.1888,13
2026-03-22T06:45:20.416831Z,32.16877830,34.81326241,40.75,-0.0265,-0.0328,0.0458,0.0623,13
2026-03-22T06:45:21.416831Z,32.16880011,34.81325972,40.11,-0.0048,-0.0134,-0.0060,0.0155,13
2026-03-22T06:45:22.416831Z,32.16878360,34.81332267,41.98,0.1164,-0.0984,0.3619,0.3927,14
2026-03-22T06:45:23.416831Z,32.16877849,34.81328565,42.29,-0.0469,0.1450,0.1134,0.1900,14
2026-03-22T06:45:24.416831Z,32.16877695,34.81329592,45.12,0.0665,0.1766,-0.5408,0.5728,14
2026-03-22T06:45:25.416831Z,32.16879996,34.81325655,45.30,-0.0138,-0.0075,0.0485,0.0510,13
2026-03-22T06:45:26.416831Z,32.16880917,34.81327578,45.38,0.0138,-0.0483,0.1091,0.1201,13
2026-03-22T06:45:27.416831Z,32.16879651,34.81325489,44.80,-0.1011,-0.1365,0.5071,0.5347,13
2026-03-22T06:45:28.416831Z,32.16877511,34.81327220,44.40,-0.0945,0.7385,-3.2978,3.3808,12
2026-03-22T06:45:29.416831Z,32.16879971,34.81326216,43.76,0.0537,-0.0195,0.2624,0.2686,13
2026-03-22T06:45:30.416831Z,32.16878535,34.81331142,43.79,0.2437,-0.2077,0.7385,0.8050,14
2026-03-22T06:45:31.416831Z,32.16878753,34.81327549,43.85,-0.0292,-0.0203,-0.1351,0.1397,13
