UTC_time,lat,lon,alt_m,v_east_ms,v_north_ms,v_up_ms,speed_ms,num_sats
2026-03-21T15:16:36.418878Z,32.16880563,34.81328727,42.90,1.0142,0.3190,-0.2302,1.0879,14
2026-03-21T15:16:37.418878Z,32.16886344,34.81330924,42.20,-0.1457,0.4160,-0.8018,0.9150,13
2026-03-21T15:16:38.418878Z,32.16879110,34.81328114,42.49,-0.1856,0.5027,-0.0118,0.5361,13
2026-03-21T15:16:39.418878Z,32.16881279,34.81326160,41.69,-0.8616,0.1784,0.2246,0.9081,13
2026-03-21T15:16:40.418878Z,32.16877271,34.81325374,41.84,-0.9046,-0.0103,-0.3640,0.9751,12
2026-03-21T15:16:41.418878Z,32.16880779,34.81323999,42.58,-1.1716,-0.4553,0.5695,1.3800,12
2026-03-21T15:16:42.418878Z,32.16876455,34.81319169,42.53,-0.2867,-0.9130,0.0100,0.9571,14
2026-03-21T15:16:43.418878Z,32.16879373,34.81328070,42.94,0.0174,-0.8731,-0.1633,0.8884,14
2026-03-21T15:16:44.418878Z,32.16879834,34.81328225,43.70,1.0436,-0.4223,-0.7937,1.3775,13
2026-03-21T15:16:45.418878Z,32.16883763,34.81327454,42.50,1.0245,-0.2334,-0.4794,1.1550,13
2026-03-21T15:16:46.418878Z,32.16878432,34.81329042,42.95,1.6734,0.3262,-0.1124,1.7086,13
2026-03-21T15:16:47.418878Z,32.16882825,34.81329047,42.12,0.6077,0.3766,-0.1041,0.7225,13
2026-03-21T15:16:48.418878Z,32.16882381,34.81327560,42.23,0.2598,0.5481,-0.1789,0.6324,13
2026-03-21T15:16:49.418878Z,32.16881370,34.81329416,44.46,-1.5549,1.2015,4.6852,5.0806,13
2026-03-21T15:16:50.418878Z,32.16884741,34.81327140,43.93,-0.1651,0.2510,0.2464,0.3886,12
2026-03-21T15:16:51.418878Z,32.16880286,34.81325093,43.82,-0.3819,0.0709,0.5416,0.6665,13
