UTC_time,lat,lon,alt_m,v_east_ms,v_north_ms,v_up_ms,speed_ms,num_sats
2026-03-21T15:14:52.418878Z,32.16854632,34.81329628,49.94,0.4150,0.0972,2.1669,2.2084,7
2026-03-21T15:14:53.418878Z,32.16856638,34.81338783,49.97,-0.3008,-0.2369,0.3709,0.5331,7
2026-03-21T15:14:54.418878Z,32.16838481,34.81322619,52.09,0.3377,0.3788,-3.8496,3.8829,8
2026-03-21T15:14:55.418878Z,32.16851503,34.81342274,52.36,0.1069,-0.0141,0.2857,0.3054,6
2026-03-21T15:14:56.418878Z,32.16860467,34.81348728,52.35,0.2273,-0.1247,0.6317,0.6828,7
2026-03-21T15:14:57.418878Z,32.16864136,34.81326990,51.63,0.0126,0.1744,-0.6427,0.6661,7
2026-03-21T15:14:58.418878Z,32.16853600,34.81331737,51.76,0.4133,0.5629,0.5284,0.8758,9
2026-03-21T15:14:59.418878Z,32.16855075,34.81325446,50.98,-1.0523,-1.0514,-4.3979,4.6427,10
2026-03-21T15:15:00.418878Z,32.16853673,34.81327628,50.13,0.0911,0.2720,-0.0848,0.2991,11
2026-03-21T15:15:01.418878Z,32.16859686,34.81326811,49.30,0.7601,0.5557,0.1199,0.9491,11
2026-03-21T15:15:02.418878Z,32.16852912,34.81322869,49.13,0.2886,2.1246,0.8024,2.2893,11
2026-03-21T15:15:03.418878Z,32.16858106,34.81326176,48.77,0.3290,-1.6810,0.3137,1.7414,10
2026-03-21T15:15:04.418878Z,32.16854870,34.81327799,48.52,1.0364,-0.3784,3.1377,3.3261,11
2026-03-21T15:15:05.418878Z,32.16854299,34.81329052,48.22,0.5283,0.1562,-1.5041,1.6019,10
2026-03-21T15:15:06.418878Z,32.16866816,34.81333169,47.35,1.0052,0.6887,-0.1476,1.2274,10
2026-03-21T15:15:07.418878Z,32.16856414,34.81332730,47.29,0.3183,0.7546,0.0447,0.8202,9
2026-03-21T15:15:08.418878Z,32.16856936,34.81329360,46.82,-0.0445,0.4618,-0.9238,1.0338,8
2026-03-21T15:15:09.418878Z,32.16858468,34.81323040,47.30,0.2082,1.6385,-0.4755,1.7188,9
2026-03-21T15:15:10.418878Z,32.16861534,34.81326196,48.27,0.5223,1.1088,-1.2128,1.7243,10
2026-03-21T15:15:11.418878Z,32.16855201,34.81334247,48.20,0.1817,1.0271,-0.6204,1.2136,10
2026-03-21T15:15:12.418878Z,32.16860811,34.81324829,47.77,0.6202,0.8923,-0.4919,1.1928,10
2026-03-21T15:15:13.418878Z,32.16870089,34.81324265,47.64,0.4139,1.2272,-0.7029,1.4736,12
2026-03-21T15:15:14.418878Z,32.16864968,34.81329135,47.09,-0.0652,1.4502,0.6664,1.5973,13
2026-03-21T15:15:15.418878Z,32.16867303,34.81327574,47.97,0.6047,1.6033,-0.4773,1.7788,14
2026-03-21T15:15:16.418878Z,32.16870409,34.81328036,46.55,0.1951,0.9126,-0.9669,1.3438,14
2026-03-21T15:15:17.418878Z,32.16871405,34.81332403,46.67,-0.5885,0.3703,-0.7663,1.0348,14
2026-03-21T15:15:18.418878Z,32.16874128,34.81333833,44.70,-0.1384,0.9109,-0.5679,1.0824,14
2026-03-21T15:15:19.418878Z,32.16870784,34.81331692,45.17,0.0562,0.2079,0.7580,0.7880,14
2026-03-21T15:15:20.418878Z,32.16880038,34.81328416,43.46,-0.1127,0.7109,1.0394,1.2643,14
2026-03-21T15:15:21.418878Z,32.16878300,34.81331386,41.26,0.0076,0.4021,-0.6353,0.7519,14
2026-03-21T15:15:22.418878Z,32.16877756,34.81331644,39.06,-0.1327,0.5948,-0.6505,0.8914,14
2026-03-21T15:15:23.418878Z,32.16883763,34.81329051,39.23,-0.5747,0.1927,-0.4175,0.7360,14
2026-03-21T15:15:24.418878Z,32.16875381,34.81327256,37.86,-0.5097,0.8107,-0.0273,0.9580,14
2026-03-21T15:15:25.418878Z,32.16876181,34.81328695,38.01,-0.8246,0.7631,0.0406,1.1243,14
2026-03-21T15:15:26.418878Z,32.16878572,34.81330050,38.90,-1.2782,0.5373,0.1212,1.3918,14
2026-03-21T15:15:27.418878Z,32.16877331,34.81322271,38.19,-0.9964,0.1578,0.1652,1.0223,14
2026-03-21T15:15:28.418878Z,32.16876651,34.81322057,38.61,-1.1515,0.2032,-0.0109,1.1694,12
2026-03-21T15:15:29.418878Z,32.16876007,34.81320473,40.39,-1.1669,0.2005,-0.0388,1.1846,13
2026-03-21T15:15:30.418878Z,32.16875991,34.81317966,40.02,-1.1276,0.3282,-0.8956,1.4769,13
2026-03-21T15:15:31.418878Z,32.16871725,34.81318344,38.22,-1.2133,0.1631,-0.4003,1.2880,14
2026-03-21T15:15:32.418878Z,32.16880978,34.81321858,36.72,-1.5148,0.0559,-0.0628,1.5171,13
2026-03-21T15:15:33.418878Z,32.16882156,34.81323088,36.28,-1.6818,0.2748,-0.3294,1.7357,13
2026-03-21T15:15:34.418878Z,32.16878346,34.81314063,37.64,-1.5552,0.0593,-0.1599,1.5646,14
2026-03-21T15:15:35.418878Z,32.16880446,34.81316372,37.76,-1.1647,-0.0837,-0.0833,1.1707,13
2026-03-21T15:15:36.418878Z,32.16877807,34.81313796,38.16,-0.8136,0.3370,-0.1722,0.8973,14
2026-03-21T15:15:37.418878Z,32.16880754,34.81311629,39.00,-0.7022,0.7692,0.0920,1.0456,13
2026-03-21T15:15:38.418878Z,32.16874800,34.81304566,39.00,-0.8948,-0.1017,0.0074,0.9006,12
2026-03-21T15:15:39.418878Z,32.16878233,34.81310646,37.93,-0.7574,-0.3466,-0.0970,0.8385,13
2026-03-21T15:15:40.418878Z,32.16879032,34.81308293,37.87,-0.9767,-0.2344,0.0879,1.0082,12
2026-03-21T15:15:41.418878Z,32.16878190,34.81308378,38.25,-0.5637,0.5762,-1.3379,1.5620,11
2026-03-21T15:15:42.418878Z,32.16872464,34.81297422,39.30,-0.7553,0.5677,-1.8404,2.0688,12
2026-03-21T15:15:43.418878Z,32.16876806,34.81298623,40.21,-0.9585,0.5182,-1.5274,1.8762,14
2026-03-21T15:15:44.418878Z,32.16877106,34.81299884,41.59,-1.2437,0.3410,-0.6930,1.4640,14
2026-03-21T15:15:45.418878Z,32.16878964,34.81295424,42.28,-1.6284,0.3515,-0.0378,1.6663,14
2026-03-21T15:15:46.418878Z,32.16874105,34.81293750,43.43,-1.4275,0.5497,-0.8421,1.7462,14
2026-03-21T15:15:47.418878Z,32.16880067,34.81294773,43.05,-1.4092,0.4426,-1.3481,1.9998,14
2026-03-21T15:15:48.418878Z,32.16877023,34.81293581,42.52,-1.8312,0.3644,-0.5642,1.9505,14
2026-03-21T15:15:49.418878Z,32.16876048,34.81287406,42.70,-1.6443,0.6864,0.1148,1.7855,14
2026-03-21T15:15:50.418878Z,32.16875124,34.81286400,42.74,-1.0769,0.7093,-1.7140,2.1449,14
2026-03-21T15:15:51.418878Z,32.16878216,34.81283686,43.23,-1.4928,0.5700,-1.0956,1.9375,14
2026-03-21T15:15:52.418878Z,32.16886051,34.81281704,43.27,-1.2309,0.2889,-1.0189,1.6238,14
2026-03-21T15:15:53.418878Z,32.16877846,34.81277230,43.97,-1.2494,0.3481,-1.4760,1.9648,14
2026-03-21T15:15:54.418878Z,32.16880904,34.81279900,43.01,-1.9578,0.1211,-0.0910,1.9636,14
2026-03-21T15:15:55.418878Z,32.16878588,34.81275713,43.75,-1.3147,0.1602,-0.4514,1.3992,14
2026-03-21T15:15:56.418878Z,32.16878786,34.81278639,43.89,0.4196,0.2514,-0.3335,0.5921,14
2026-03-21T15:15:57.418878Z,32.16882978,34.81281939,44.98,1.0165,0.1313,0.1385,1.0343,14
2026-03-21T15:15:58.418878Z,32.16886771,34.81280260,44.27,1.4995,0.0102,0.1310,1.5053,14
2026-03-21T15:15:59.418878Z,32.16876897,34.81286161,43.20,1.7889,-0.2816,-0.2597,1.8294,14
2026-03-21T15:16:00.418878Z,32.16882129,34.81284563,41.63,1.7819,-0.5519,0.3852,1.9047,14
2026-03-21T15:16:01.418878Z,32.16880706,34.81288518,41.13,1.7875,-0.8319,0.3369,2.0002,13
2026-03-21T15:16:02.418878Z,32.16881420,34.81291532,40.85,1.6658,-0.4770,0.5056,1.8050,13
2026-03-21T15:16:03.418878Z,32.16882488,34.81291303,42.37,1.6671,-0.4399,0.5279,1.8032,14
2026-03-21T15:16:04.418878Z,32.16881259,34.81293938,42.65,1.8765,-0.1476,0.8915,2.0827,14
2026-03-21T15:16:05.418878Z,32.16880529,34.81298683,41.39,1.7706,-0.1676,-0.6170,1.8825,14
2026-03-21T15:16:06.418878Z,32.16883303,34.81296350,41.21,1.6877,0.3770,-0.2150,1.7426,14
2026-03-21T15:16:07.418878Z,32.16881082,34.81296494,40.85,1.8326,0.1915,0.2042,1.8539,13
2026-03-21T15:16:08.418878Z,32.16881584,34.81303492,41.14,1.7283,-0.1401,-0.3138,1.7621,14
2026-03-21T15:16:09.418878Z,32.16879217,34.81301407,40.81,1.9027,0.0508,0.7074,2.0305,14
2026-03-21T15:16:10.418878Z,32.16881511,34.81307264,40.60,1.8739,0.6779,1.9287,2.7732,11
2026-03-21T15:16:11.418878Z,32.16880000,34.81307274,41.47,1.3593,-0.0970,-0.1104,1.3673,14
2026-03-21T15:16:12.418878Z,32.16880905,34.81306394,41.32,1.0600,0.4577,-0.5762,1.2904,14
2026-03-21T15:16:13.418878Z,32.16883184,34.81310550,40.86,0.9505,-0.0366,-0.4452,1.0502,14
2026-03-21T15:16:14.418878Z,32.16882130,34.81320102,43.56,0.5372,-0.3256,-2.3584,2.4406,14
2026-03-21T15:16:15.418878Z,32.16876464,34.81316488,44.37,0.9546,0.1478,-1.3742,1.6797,13
2026-03-21T15:16:16.418878Z,32.16883471,34.81316970,43.73,1.4139,0.0533,-0.0180,1.4150,14
2026-03-21T15:16:17.418878Z,32.16882250,34.81318127,44.89,1.3879,-0.4324,-0.1787,1.4647,13
2026-03-21T15:16:18.418878Z,32.16879915,34.81322010,47.14,1.3054,-0.5151,-1.2329,1.8680,14
2026-03-21T15:16:19.418878Z,32.16880626,34.81320710,47.06,1.3050,-0.3777,-0.7706,1.5619,12
2026-03-21T15:16:20.418878Z,32.16882629,34.81321010,46.84,1.6357,-0.2574,-0.1087,1.6594,14
2026-03-21T15:16:21.418878Z,32.16880914,34.81324011,45.47,1.4648,-0.2539,-0.5838,1.5972,14
2026-03-21T15:16:22.418878Z,32.16884623,34.81331077,45.87,1.2027,-0.6224,-1.6382,2.1255,13
2026-03-21T15:16:23.418878Z,32.16878811,34.81330030,44.38,0.9403,-0.0518,-0.8059,1.2394,13
2026-03-21T15:16:24.418878Z,32.16881905,34.81325759,43.37,1.0880,0.1959,-0.6215,1.2682,13
2026-03-21T15:16:25.418878Z,32.16881153,34.81327686,43.59,0.6850,0.2768,-0.9821,1.2289,14
2026-03-21T15:16:26.418878Z,32.16883045,34.81330417,42.16,0.6141,0.7856,-1.2721,1.6164,14
2026-03-21T15:16:27.418878Z,32.16883408,34.81328961,42.29,0.0900,0.6134,-0.2196,0.6577,13
2026-03-21T15:16:28.418878Z,32.16882463,34.81326046,42.63,-0.2211,0.6920,0.5381,0.9041,13
2026-03-21T15:16:29.418878Z,32.16881598,34.81326407,41.65,-0.8139,0.4801,0.2100,0.9680,13
2026-03-21T15:16:30.418878Z,32.16880057,34.81331518,42.76,-1.0586,0.0651,0.4585,1.1555,13
2026-03-21T15:16:31.418878Z,32.16883986,34.81323951,41.70,-1.4787,-0.1214,0.1381,1.4901,13
2026-03-21T15:16:32.418878Z,32.16881263,34.81325657,41.43,-0.7621,-0.6861,0.1329,1.0340,13
2026-03-21T15:16:33.418878Z,32.16879817,34.81326875,40.51,0.2379,-0.8258,-0.9029,1.2465,14
2026-03-21T15:16:34.418878Z,32.16879385,34.81333121,43.65,1.1449,-0.1283,-0.7928,1.3985,13
2026-03-21T15:16:35.418878Z,32.16883673,34.81328738,42.90,1.4212,-0.0265,0.3923,1.4746,13
